2025_05_22_17_29_01_964,N,a,N
2025_05_22_17_29_01_964,N,a,N
2025_05_22_17_29_02_977,N,a,N
2025_05_22_17_29_01_964,N,a,N
2025_05_22_17_29_02_977,N,a,N
2025_05_22_17_29_03_991,N,a,N
2025_05_22_17_29_01_964,N,a,N
2025_05_22_17_29_02_977,N,a,N
2025_05_22_17_29_03_991,N,a,N
2025_05_22_17_29_05_003,0.094,0.133,0.44
