2025-04-01 20:23:32 | INFO | start
2025-04-01 20:23:32 | INFO | loading config start
2025-04-01 20:23:32 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:23:32 | INFO | loading config finish
2025-04-01 20:23:32 | INFO | start Qt
2025-04-01 20:23:32 | INFO | Appliacation start
2025-04-01 20:24:14 | INFO | start
2025-04-01 20:24:14 | INFO | loading config start
2025-04-01 20:24:14 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:24:15 | INFO | loading config finish
2025-04-01 20:24:15 | INFO | start Qt
2025-04-01 20:24:15 | INFO | Appliacation start
2025-04-01 20:24:29 | INFO | start
2025-04-01 20:24:29 | INFO | loading config start
2025-04-01 20:24:29 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:24:29 | INFO | loading config finish
2025-04-01 20:24:29 | INFO | start Qt
2025-04-01 20:24:29 | INFO | Appliacation start
2025-04-01 20:32:55 | INFO | start
2025-04-01 20:32:55 | INFO | loading config start
2025-04-01 20:32:55 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:32:55 | INFO | loading config finish
2025-04-01 20:32:55 | INFO | start Qt
2025-04-01 20:32:55 | INFO | Appliacation start
2025-04-01 20:33:27 | INFO | start
2025-04-01 20:33:27 | INFO | loading config start
2025-04-01 20:33:27 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:33:27 | INFO | loading config finish
2025-04-01 20:33:27 | INFO | start Qt
2025-04-01 20:33:27 | INFO | Appliacation start
2025-04-01 20:33:29 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:33:52 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:33:58 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:34:02 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:34:04 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:34:07 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:34:12 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:37:47 | INFO | start
2025-04-01 20:37:47 | INFO | loading config start
2025-04-01 20:37:47 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:37:47 | INFO | loading config finish
2025-04-01 20:37:47 | INFO | start Qt
2025-04-01 20:37:48 | INFO | Appliacation start
2025-04-01 20:39:00 | INFO | start
2025-04-01 20:39:00 | INFO | loading config start
2025-04-01 20:39:00 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:39:00 | INFO | loading config finish
2025-04-01 20:39:00 | INFO | start Qt
2025-04-01 20:39:00 | INFO | Appliacation start
2025-04-01 20:39:47 | INFO | start
2025-04-01 20:39:47 | INFO | loading config start
2025-04-01 20:39:47 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:39:47 | INFO | loading config finish
2025-04-01 20:39:47 | INFO | start Qt
2025-04-01 20:39:47 | INFO | Appliacation start
2025-04-01 20:40:07 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:40:11 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:40:20 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:40:21 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:40:21 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:40:21 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:40:22 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:40:22 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:40:22 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:40:23 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:41:23 | INFO | start
2025-04-01 20:41:23 | INFO | loading config start
2025-04-01 20:41:23 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:41:23 | INFO | loading config finish
2025-04-01 20:41:23 | INFO | start Qt
2025-04-01 20:41:24 | INFO | Appliacation start
2025-04-01 20:41:29 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:43:24 | INFO | start
2025-04-01 20:43:24 | INFO | loading config start
2025-04-01 20:43:24 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:43:24 | INFO | loading config finish
2025-04-01 20:43:24 | INFO | start Qt
2025-04-01 20:43:24 | INFO | Appliacation start
2025-04-01 20:45:35 | INFO | start
2025-04-01 20:45:35 | INFO | loading config start
2025-04-01 20:45:35 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:45:35 | INFO | loading config finish
2025-04-01 20:45:35 | INFO | start Qt
2025-04-01 20:45:35 | INFO | Appliacation start
2025-04-01 20:46:40 | INFO | start
2025-04-01 20:46:40 | INFO | loading config start
2025-04-01 20:46:40 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:46:40 | INFO | loading config finish
2025-04-01 20:46:40 | INFO | start Qt
2025-04-01 20:46:40 | INFO | Appliacation start
2025-04-01 20:46:43 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:46:45 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:46:46 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:46:53 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:46:55 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-01 20:48:21 | INFO | start
2025-04-01 20:48:21 | INFO | loading config start
2025-04-01 20:48:21 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-01 20:48:21 | INFO | loading config finish
2025-04-01 20:48:21 | INFO | start Qt
2025-04-01 20:48:21 | INFO | Appliacation start
2025-04-01 20:48:25 | WARNING | logolabel_btn按钮的图标资源文件未找到！
