2025-04-02 08:59:04 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 08:59:04 | INFO | loading config finish
2025-04-02 08:59:04 | INFO | start Qt
2025-04-02 08:59:04 | INFO | time update thread start
2025-04-02 08:59:04 | INFO | Appliacation start
2025-04-02 09:00:25 | INFO | start
2025-04-02 09:00:25 | INFO | loading config start
2025-04-02 09:00:25 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:00:25 | INFO | loading config finish
2025-04-02 09:00:25 | INFO | start Qt
2025-04-02 09:00:25 | INFO | time update thread start
2025-04-02 09:00:25 | INFO | Appliacation start
2025-04-02 09:02:31 | INFO | start
2025-04-02 09:02:31 | INFO | loading config start
2025-04-02 09:02:31 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:02:31 | INFO | loading config finish
2025-04-02 09:02:31 | INFO | start Qt
2025-04-02 09:02:32 | INFO | time update thread start
2025-04-02 09:02:32 | INFO | Appliacation start
2025-04-02 09:14:42 | INFO | start
2025-04-02 09:14:42 | INFO | loading config start
2025-04-02 09:14:42 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:14:42 | INFO | loading config finish
2025-04-02 09:14:42 | INFO | start Qt
2025-04-02 09:14:42 | INFO | time update thread start
2025-04-02 09:14:43 | INFO | Appliacation start
2025-04-02 09:15:46 | INFO | start
2025-04-02 09:15:46 | INFO | loading config start
2025-04-02 09:15:46 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:15:46 | INFO | loading config finish
2025-04-02 09:15:46 | INFO | start Qt
2025-04-02 09:15:47 | INFO | time update thread start
2025-04-02 09:15:47 | INFO | Appliacation start
2025-04-02 09:15:57 | INFO | start
2025-04-02 09:15:57 | INFO | loading config start
2025-04-02 09:15:57 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:15:57 | INFO | loading config finish
2025-04-02 09:15:57 | INFO | start Qt
2025-04-02 09:15:57 | INFO | time update thread start
2025-04-02 09:15:57 | INFO | Appliacation start
2025-04-02 09:16:12 | INFO | start
2025-04-02 09:16:12 | INFO | loading config start
2025-04-02 09:16:12 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:16:12 | INFO | loading config finish
2025-04-02 09:16:12 | INFO | start Qt
2025-04-02 09:16:13 | INFO | time update thread start
2025-04-02 09:16:13 | INFO | Appliacation start
2025-04-02 09:16:21 | INFO | start
2025-04-02 09:16:21 | INFO | loading config start
2025-04-02 09:16:21 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:16:21 | INFO | loading config finish
2025-04-02 09:16:21 | INFO | start Qt
2025-04-02 09:16:22 | INFO | time update thread start
2025-04-02 09:16:22 | INFO | Appliacation start
2025-04-02 09:20:20 | INFO | start
2025-04-02 09:20:20 | INFO | loading config start
2025-04-02 09:20:20 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:20:20 | INFO | loading config finish
2025-04-02 09:20:20 | INFO | start Qt
2025-04-02 09:20:21 | INFO | time update thread start
2025-04-02 09:20:21 | INFO | Appliacation start
2025-04-02 09:20:22 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:23 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:24 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:24 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:25 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:25 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:25 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:25 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:25 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:26 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:26 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:26 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:26 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:27 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:27 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:27 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:27 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:28 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:30 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:30 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:30 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:31 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:33 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:33 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:33 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:34 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:34 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:34 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:34 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:35 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:35 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:36 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:37 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:47 | INFO | start
2025-04-02 09:20:47 | INFO | loading config start
2025-04-02 09:20:47 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:20:47 | INFO | loading config finish
2025-04-02 09:20:47 | INFO | start Qt
2025-04-02 09:20:47 | INFO | time update thread start
2025-04-02 09:20:48 | INFO | Appliacation start
2025-04-02 09:20:49 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:50 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:50 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:20:51 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:21:11 | INFO | start
2025-04-02 09:21:11 | INFO | loading config start
2025-04-02 09:21:11 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:21:11 | INFO | loading config finish
2025-04-02 09:21:11 | INFO | start Qt
2025-04-02 09:21:12 | INFO | time update thread start
2025-04-02 09:21:12 | INFO | Appliacation start
2025-04-02 09:23:09 | INFO | start
2025-04-02 09:23:09 | INFO | loading config start
2025-04-02 09:23:09 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:23:09 | INFO | loading config finish
2025-04-02 09:23:09 | INFO | start Qt
2025-04-02 09:23:10 | INFO | time update thread start
2025-04-02 09:23:10 | INFO | Appliacation start
2025-04-02 09:23:30 | INFO | start
2025-04-02 09:23:30 | INFO | loading config start
2025-04-02 09:23:30 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:23:30 | INFO | loading config finish
2025-04-02 09:23:30 | INFO | start Qt
2025-04-02 09:23:31 | INFO | time update thread start
2025-04-02 09:23:31 | INFO | Appliacation start
2025-04-02 09:23:32 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:36 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:41 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:42 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:43 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:43 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:43 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:44 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:44 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:44 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:44 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:44 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:45 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:45 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:45 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:45 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:46 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:46 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:46 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:46 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:46 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:47 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:47 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:47 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:47 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:48 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:48 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:48 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:48 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:48 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:49 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:49 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:49 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:49 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:49 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:50 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:50 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:50 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:50 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:51 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:23:51 | WARNING | logolabel_btn按钮的图标资源文件未找到！
2025-04-02 09:26:02 | INFO | start
2025-04-02 09:26:02 | INFO | loading config start
2025-04-02 09:26:02 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:26:02 | INFO | loading config finish
2025-04-02 09:26:02 | INFO | start Qt
2025-04-02 09:26:03 | INFO | time update thread start
2025-04-02 09:26:03 | INFO | Appliacation start
